Line Number,Sentence
945,சுயமாகச் சிந்தனை செய்தால் தான் நமக்கு உண்மை புலப்படும்.,False
946,அப்பொழுது உலகத்தில் ஞான பொக்கிஷம் நிரம்பியிருக்கும்.,False
947,"அந்த விவிலிய நூல், ஒரு ஸ்திரீயினால் எழுதப்படவில்லை.",False
948,"அத னுடைய ஏட்டிலே, அவள் அவமானமடையக் கூடிய விஷயங்கள் தானிருக்கின்றன.",False
949,மனிதனுடைய சொத்தாகவே ஸ்திரீ அதில் கருதப்பட்டிருக்கிறாள்.,False
950,தாயாக இருக்கும் குற்றத்திற்காக அவள் மன்னிப்புக் கேட்கும்படி கூறப்படுகிறாள்.,False
951,கிறிஸ்து நாதருக்கு எப்படி தன் புருஷன் கீழ்ப்படிந்தவரோ அப்படியே தானும் தன் புருஷனுக்குக் கீழ்ப்படிந்தவள் என்று அவள் எண்ணுகிறாள்.,False
952,அவள் பேசவும் அநுமதிக்கப்படுவதில்லை.,False
953,அவளுடைய அழுக்கப் படிந்த நாவிலிருந்து வேதம் வெளிவரக்கூடாது.,False
954,"அவள், மௌனத்திலே தான் கற்கவேண்டியதை யெல்லாம் கற்றுக் கொள்ள வேண்டும்.",False
955,"பைபிளிலே, நாகரிகம் வாய்ந்த ஒரு குடும்பத்தின் வருணனையைப் பார்க்க முடியாது.",False
956,"குடும்பத்தின் ஜனநாயத்திலே, அடுப்பங்கரையின் குடியரசு வாழ்க்கையிலே அவர்களுக்கு நம்பிக்கை யில்லை.",False
957,"இந்தப் பெரிய மனிதர்களுக்கு, குழந்தைகளின் உரிமைகளைப் பற்றி ஒன்றுமே தெரியாது.",False
958,"இவர்கள் பலாத்காரத்தை ஆதரிக்கிறவர்க ளாகவும், சாட்டையின் சிஷ்யர் களாகவும் இருந்தார்கள்.",False
959,"இப்படிப் பட்டவர்களின் கொள்கைகள், கோடிக் கணக்கான குடும்பங்களை மிருகத்தன்மையாக்கிவிட்டன குழந்தைகளின் கண்களிலே கண்ணீரை நிரப்பிவிட்டன.",False
960,சுதந்திர ஸ்திரீ புருஷர்கள் நிறைந்த ஒரு தலைமுறை இந்த உலகத்திலே இருந்ததே கிடையாது.,False
961,ஒரு கொள்கையை நிர்ணயித்து எழுத இன்னும் காலம் வரவில்லை.,False
962,"விலங்குகள் உடைபடுகிற வரையில், குகை களைக் கோயில்களாகக் கருதாத வரையில் காத்திருங்கள்.",False
963,"இறந்து போனவர்களுக்குச் சமமாக உயிருள்ளவர்கள் கருதப்படுகிற வரை, சவப் பெட்டியைவிட, தொட்டிலுக்கு முதல் ஸ்தானம் கொடுக்கப்படுகிற வரை பொறுத்திருங்கள்.",False
964,மற்றவர்கள் என்ன நம்புகிறார்கள் என்பதைக் கவனியாமல் நமக்குத் தெரிந்ததை நாம் சொல்கிற உரிமை நமக்குக் கிடைக்கிற வரையில் பொறுத்திருங்கள்.,False
965,"உபதேசங்களுடைய ஸ்தானத்தில் ஆசிரியர்கள் அமர்கிற வரையில், பின்பற்றுவோரெல்லாரும் ஆராய்ச்சியாளர்களாக மாறுகிறவரை பொறுத்திருங்கள்.",False
966,உலகம் சுதந்திரமடைந்த பிறகு நீங்கள் உங்கள் கொள்கையை வரையறுக்கலாம்.,False
967,அது வரையில் பொறுத் திருங்கள்.,False
968,இந்தக் கொள்கையில் ஒரே ஒரு வார்த்தைதான் இருக்கும் அஃதென்ன?,False
969,அதுதான் சுதந்திரம்.,False
970,எட்டி யிருக்கும் ஆகாயத்தில் மிதந்து கொண்டிராதே.,False
971,"ஓர் உற்சாகியினுடைய, கொடையாளியினுடைய, கவிஞனுடைய கனவிலே வாழ்ந்து கொண்டிராதே.",False
972,"கீழே இறங்கி வந்து, மனிதர்களுடைய குழந்தைகளின் மத்தியில் உன் இருப் பிடத்தை ஏற்படுத்திக் கொண்டு வாசஞ்செய்.",False
973,"உலக அறிஞர்களின் மூளையிலிருந்து என்னென்ன புதிய விஷயங்கள் கண்டுபிடிக்கப்படுமோ, என்னென்ன எண்ணங்கள் உதிக்குமோ எனக்குத் தெரியாது.",False
974,வருங்காலத்தில் என்னென்ன புகழ் ஆடைகள் நெய்யப்படுமோ எனக்குத் தெரியாது.,False
975,எண்ணம் என்கிற மைதானத்திலே என்னென்ன வெற்றிகள் காணப்படுமென்பது என்னால் கனவு கூடக் காணமுடியாது.,False
976,ஆனால் ஒன்றும் மட்டும் எனக்கு நிச்சய மாகத் தெரியும்.,False
977,ஆசீர்வாதத்தை விட அருமை யானது வேறொன்று வந்து நிகழ் காலமென்னும் கரையைத் தொடாது.,False
978,நிச்சய சபதம் பூண்டு சுதந்திரம் நிலைக்கச் செய்வோம்.,False
979,அதற்கு இந்நூல் ஒரு தூண்டுகோல்.,False
980,செப்டம்பர் சென்னை தமிழ்ப் பண்ணையார் எது சுதந்திரம்?,False
981,சுதந்திரமென்பது ஸ்தூலமான ஒரு பொருளன்று சூட்சமமான ஒரு சக்தி.,False
982,அது கண்ணுக்குப் புலனாவதில்லை.,False
983,ஆனால் அஃதில்லாமல் வாழ்க்கை யில்லை.,False
984,"காற்றை அனுபவிக்க முடிகிறதே தவிர, பார்க்க முடிவதில்லை.",False
985,அதைப் போன்றதுதான் சுதந்திரமும்.,False
986,சதா விழிப்புடனிருந்து அதனைக் காப்பாற்றி வரவேண்டும்.,False
987,சிறிது அயர்ச்சி ஏற்பட்டால் கூட அது கை நழுவிப் போய்விடும்.,False
988,"சுதந்திரமென்பது, சீக்கிரம் அழிந்து போகக்கூடிய உடலல்ல நித்தியமாயுள்ள ஆத்மா அந்த ஆத்மாவின் பிரகாசம்.",False
989,அது பகற் கனவல்ல நனவின் ஊற்று செயலின் மையம்.,False
990,"அஃது, அறிவுக்குத் தாய் அன்புக்கு ஊன்று கோல் தியாகத்திற்குப் பரிசு.",False
991,மனிதன் சுதந்திரத்தோடு பிறக்கிறான் என்று சொன்னால் சுதந்திர உணர்ச்சியோடு பிறக்கிறான் என்பது தான் அர்த்தம்.,False
992,"இந்த உணர்ச்சி, மனிதனுக்கு மட்டுமல்ல, எல்லா ஜீவராசிகளுக்கும் உண்டு.",False
993,"பொற் கூட்டிலே பாலுஞ் சோறுமாக உண்டு வளர்கின்ற கிளி, எந்த நிமிஷத்திலே கூடு திறக்கப்படும் என்றுதான் காத்துக் கொண்டிருக்கிறது.",False
994,இந்தக் கடமையைச் செய்யாதவன் மனிதனல்ல மாமிசப் பிண்டம் உயிரில்லாமல் உலவுன்ற நிழல்.,False
995,அவன் எல்லாவற்றையும் துறந்து விட்டவனாகிறான்.,False
996,அவனிடத்தில் எந்த விதமான நற்குணங்களையும் கொண்டு புகுத்தி அவனுடைய மனிதத் தன்மையை நிரப்ப முடியாது.,False
997,"இந்தச் சுதந்திரத்திற்காக, உலகத்திலே அநேக போராட்டங்கள் நடைபெற்றிருக்கின்றன அநேக மகான்கள், தங்களுடைய சர்வத்தையும் பலிகொடுத்திருக்கிறார்கள்.",False
998,காட்டிலும் மேட்டிலு மாக அலைந்து திரிந்தான் மகாராணா பிரதாப சிம்மன்.,False
999,மற்றொருவனுக்குத் தலை வணங்கக்கூடா தென்பதற்காகவே.,False
1000,"இப்படி இவர் களுடைய வாழ்க்கை முழுவதும் ஒரே போராட்டமாக இருந்தபோதிலும், அந்தப் போராட்டத்தில்தான் இவர்கள் இன்பம் கண்டார்கள்.",False
1001,"ஏனென்றால், சந்தோஷமாயிருப்பதன் ரகசியம் சுதந்திரமாயிருப்பது என்ற நுட்பத்தை இவர்கள் நன்கு தெரிந்து கொண்டிருந்தார்கள்.",False
1002,"உலக சரித்திரத்தை ஒரு தொகுப்பாக எடுத்துக் கொள்வோ மானால், அதில் அநேகவிதமான கறைகள் படிந்திருப்பதைக் காண்கிறோம்.",False
1003,"ஆனால் இந்தக் கறைகளை, சுதந்திரத்திற்காகப் பாடுபட்ட வீரர்களின் புனிதமான வாழ்க்கை மறைத்து விடுகின்றது.",False
1004,பிரதியொரு நாட்டுச் சரித்திரமும் இவர்களால்தான் பிரகாசித்தது அமரத்துவம் அடைகிறது.,False
1005,"இவர்கள் இந்தச் சுதந்திர வீரர்கள் தங்கள் சொல்லாலும் செயலாலும், மற்றவர்களை ஊக்கப்படுத்தியும் நல்வழிப்படுத்தியும் வந்திருக்கிறார்கள்.",False
1006,"இவர்களுடைய பொருள் சொறிந்த சொல்லும், லட்சியம் வாய்ந்த செயலும் எக்காலத்திற்கும் எந்நாட்டிற்கும் பொது வானவை.",False
1007,"இவர்கள் யார், எந்நாட்டார், எக்காலத்தார் என்பன போன்ற விவரங்களைப் பற்றி ஒன்றும் குறிப்பிடவில்லை.",False
1008,"எந்நாட்டவரா யிருந்தாலென்ன, எக்காலத்தவரா யிருந்தாலென்ன, இவர்களுடைய கருத்துக்கள் தான் முக்கியம்.",False
1009,அவைகளே நமக்குத் தேவை.,False
1010,"எமர்ஸன் என்னும் அறிஞன் கூறுகிற மாதிரி, சிந்தனை செய்வது கடினந்தான்.",False
1011,என்றாலும் சிந்தித்தேயாக வேண்டும்.,False
1012,"சிறப்பாக, எந்த ஜாதி அடிமைத்தனத்திலே அமைதியைக் காண்கிறதோ அந்த ஜாதி சிந்தித்தே தீரவேண்டும்.",False
1013,இல்லாவிட்டால் அதற்கு விமோசனமே கிடையாது.,False
1014,ஏனென்றால் செயலுக்குத் தூண்டுவது சிந்தனை யல்லவா?,False
1015,"ஆதலின், எனது தமிழ்நாடே!",False
1016,இச் சிறிய நூலிலுள்ள சிந்தனை மலர்களை ஏற்றுக்கொள்.,False
1017,வந்தே மாதரம்.,False
1018,சென்னை பிரார்த்தனை பொருளை நான் பொருட்படுத்துவதில்லை.,False
1019,அதனை நான் கேவலமாகக் கருதுகிறேன்.,False
1020,புகழ் என்பது ஒரு பொய்க் கனவு.,False
1021,என்னுடைய பிரார்த்தனை யெல்லாம் ஒன்றுதான்.,False
1022,அந்த ஒரு பிரார்த்தனைக்காகவே என் உதடுகள் அசைகின்றன.,False
1023,அந்தப் பிரார்த்தனை என்ன?,False
1024,என் இருதயத்தினின்று நீ விலகிப் போனாலும் போ.,False
1025,எனக்குச் சுதந்திரத்தை மட்டும் கொடு.,False
1026,வாழ்விலும் சாவிலும் நான் கோருவது பந்தமற்ற ஆத்மா ஒன்றுதான்.,False
1027,சுதந்திரமில்லாத நாடு காற்றில்லாத வீடு.,False
1028,வார்த்தைகளிலே புனிதமான வார்த்தை எது?,False
1029,சுதந்திரம் சுதந்திரம் என்றால் என்ன?,False
1030,அது தேவையின் எல்லை.,False
1031,உடலைச் சிறையில் இடலாம் ஆனால் உள்ளத்தை இட முடியுமா?,False
1032,எவனொருவன் சுதந்திரமாக வாழ்கிறானோ அவன் தான் சுகமாக வாழ்கிறான்.,False
1033,அதிகார சக்தியோடு நீதி போராடினால் விளைவது சுதந்திர வெற்றி.,False
1034,இறந்து போன சிங்கத்தைக் காட்டிலும் உயிருள்ள நாய் மேலானது.,False
1035,நான் ஓர் ஈயினுடைய தலையாக இருக்க விரும்புவேனே தவிர சிங்கத்தின் வாலாக இருக்க விரும்ப மாட்டேன்.,False
1036,எவன் தனக்குத்தானே எஜமானனாக இல்லையோ அவன் சுதந்திர புருஷனல்ல.,False
1037,தூக்கு மேடையில் ஏற்றுகிறவனைக் காட்டிலும் ஏறுகிறவனே மேலானவன்.,False
1038,சுதந்திரமில்லாத நாடு சிறைக் கூடம்.,False
1039,"செல்வங்கொழிக்கும் அடிமை நாடாயிருப்பதைக் காட்டிலும், வறுமை நிறைந்த சுதந்திர நாடாயிருப்பது மேல்.",False
1040,இந்த உலகத்தில் மனிதர்கள் ஏன் போராடுகிறார்கள்?,False
1041,ஏன் உழைக்கிறார்கள்?,False
1042,ஏன் துன்பம் அனுபவிக்கிறார்கள்?,False
1043,எல்லாம் சுதந்திரத்திற்காகத்தான்.,False
1044,"என் சொந்த நாடாயிருந்தாலும், அஃது அடிமை நாடாயிருந் தால், அதில் வசிப்பதைவிட நரகத்தில் வசிப்பதே மேலானது.",False
1045,"தாய் நாடென்கிற சப்தம் கேட்கிறபோதே, நம்மிடத்திலேயுள்ள வீர உணர்ச்சி, கிரியா சக்தி எல்லாம் கொழுந்துவிட் டெரியத் தொடங்கு கின்றன.",False
1046,"கற்சிலைகளில் கடவுள் இருக்கிறார் என்று நீ நினைத்திருக் கிறாய் ஆனால் எனக்கோ, தாய்நாட்டு மண்ணின் ஒவ்வோர் அணுவும் கடவுள்.",False
1047,வாழ்க்கையின் உயர்ந்த சட்டம் எது?,False
1048,தாய் நாட்டைப் பாதுகாப்பது.,False
1049,உலக மனைத்தும் சுதந்திரக்கோயில்.,False
1050,ஆகாயமே அந்தக் கோயிலின் கோபுரம்.,False
1051,"தாய் நாட்டை நேசிப்பது, பிரதியொரு மனிதனும் அவசியம் செய்யவேண்டிய கடமையாகும்.",False
1052,சுதந்தரம் குன்றிப்போய் விட்டதனால்தான் உலகத்தில் நாகரிகம் சீர் கெட்டு விட்டது.,False
1053,"சுதந்திரம், நீதி இரண்டினையும் பிறருக்கு நாங்கள் விற்கமாட் டோம் அவைகளைப் பிறருக்கு மறுக்கவும் மாட்டோம்.",False
1054,சுதந்திர மில்லாமல் எந்த விதமான கலைகளும் நீடித்து நிற்க முடியாது.,False
1055,மற்றவர்களுடைய அநுதாபத்திற்கும் பரிகாசத்திற்கும் மத்தியில் நாம் வாழ்ந்து கொண்டிருக்கிறோம்.,False
1056,"தேசத்திற்காகத் துயரப்படுவது, துன்பமனுபவிப்பது, மரண மடையவது, எல்லாம் புனிதமாகின்றன.",False
1057,"சுதந்திரத்தின் நண்பர்கள், நமது நண்பர்கள் சுதந்திரத்தின் விரோதிகள், நமது விரோதிகள்.",False
1058,நல்ல ஆட்சியைவிட சுய ஆட்சியே மேலானது.,False
1059,சுதந்திரத்தைக் காகிதத்தில் அச்சிட்டு ஜனங்களுக்கு வழங்குவது அவர்களைப் பரிகசிப்பதாகும்.,False
1060,நமது மனச்சாட்சியைச் சட்டங்கள் ஸ்தம்பிக்கச் செய்துவிடு கின்றன.,False
1061,"சுதந்திரம், அதனை வளர்க்கிறது.",False
1062,"எந்த அரசாங்கம், குறைவாக ஆட்சி புரிகிறதோ அந்த அரசாங்கமே சிறந்த அரசாங்கம்.",False
1063,"சுதந்திரத்திற்காகவும் சத்தியத்திற்காகவும் போராடப் புறப்படு கிறவன், நல்ல உடைகளை அணிந்து கொண்டு புறப்பட்டால் வெற்றி யடைவானா?",False
1064,பொதுவாக ஒரு ஜாதியார் ஒழுக்க ஹீனர்களாகி விட்டால் அவர்களிடத்தில் சுதந்திரம் நிலைத்து நிற்காது.,False
1065,"பருமனான அடிமைத் தனத்தைக் காட்டிலும், ஒல்லியான சுதந்திரமே மேலானது.",False
1066,சுதந்திரத்தின் விலை என்ன?,False
1067,சதா விழிப்புடன் இருப்பது தான்.,False
1068,சுதந்திரம் என்பது ஆபத்தானதுதான்.,False
1069,ஆனால் அதுதான் நம்மிடத்திலேயுள்ள பத்திரமான பொருள்.,False
1070,சுதந்திரம் என்றால் பொறுப்பு.,False
1071,"இதனால்தான், அநேகர் அதைக் கண்டு, அதாவது சுதந்திரத்தைக் கண்டு அஞ்சுகின்றனர்.",False
1072,"சுதந்திர தேசி இறந்துபோய்க் கொண்டிருக்கிறபோழ்து, நீங்கள் உயிர்வாழ்ந்து கொண்டிருப்பதிலே ஏதேனும் அர்த்த மிருக்கிறதா?",False
1073,இப்பொழுது நம்மைச் சுற்றி என்ன காண்கிறோம்?,False
1074,"சிறிய மனிதர்களிடத்தில் நிறைய பணம், அதிகப் பாவம், குறைந்த பக்தி.",False
1075,கீழான மக்களுக்கு மேலான பதவி.,False
1076,நல்ல ஊழியத்திற்குக் குறைந்தஊதியம்.,False
1077,மகான்கள் சிறையிலே உழன்று கொண்டிருக்கிறார்கள் அவர் களுடைய தியாகத்தினால் தேசம் சுதந்திரம் அடைகிறது.,False
1078,மனிதனுக்கு அநேக கடைமைகள் உண்டு.,False
1079,"அவற்றில் முக்கிய மானது, தன் கையினால் உழைத்துப் பிழைப்பது.",False
1080,நெற்றி வியர்வையிலே உன் ரொட்டியைச் சாப்பிடு என்பதன் அர்த்தம் இதுதான்.,False
1081,"தேசபக்தி என்பது, யாரோ ஒரு மனிதனுக்கு ஏக தேசமாக அமைகிற பண்பு என்று யாரும் நினைக்க வேண்டாம்.",False
1082,அது பிரதியொரு மனிதனிடத்தும் இயற்கையாகவே அமைந்துள்ள பிறவித்தன்மை.,False
1083,போர் வீரர்கள் கோழைகளாயிருந்தால் அவர்களுக்குப் பின்பல மாக ஆயுத பல மிருந்து என்ன பயன்?,False
1084,உனக்கு அதிகார மிருக்கலாம்.,False
1085,"அந்த அதிகாரத்தைப் பிரயோகம் செய்வதைக் காட்டிலும், உனது கடமையை நிறைவேற்றுவதில் நீ கருத்துள்ளவனாயிரு.",False
1086,"அன்பில்லாத அதிகாரம், பயங்கரமான விளைவுகளுடையது.",False
1087,"அந்த அன்பில்லாத அதிகாரத்திற்கு யாரேனும் பக்தி செலுத்துவார்களானால், அது பேய் பிசாசுகளுக்கு பயத்தினால் செலுத்துகிற பக்தி மாதிரிதான்.",False
1088,"ஒரு ஜாதியார், சுதந்திர ஸ்தாபனங்களுக்குத் தயாராயில்லாத வர்களாயிருக்கலாம்.",False
1089,ஆனால் அவர் அவர்களிடத்தில் சுதந்திர ஆவலைத் தூண்டி விடுதல் அவசியமாகும்.,False
1090,"சுதந்திரத்தினால் உண்டாகிற அனுகூலங்களை அனுபவிக்க விரும்புகிறவர்கள், அதனைக் காப்பாற்றி வைத்துக் கொள்ளும் சிரமத்தை அனுபவிக்கத் தயாராயிருக்க வேண்டும்.",False
1091,ஒரு ஜாதியை அடிமைப் படுத்துவதற்காக நாம் போராட வில்லை.,False
1092,ஒரு நாட்டை விடுதலை செய்வதற்காகவே போராடு கிறோம்.,False
1093,கண்ணியமான புருஷர்கள் அந்த நாட்டிலே வசிக்க வேண்டு மென்ப தற்காகவே போராடுகிறோம்.,False
1094,பந்தமில்லாத மனதின் நிரந்தரமான சக்தியே!,False
1095,குகைகளில் நீ பிரகாசிக்கிறாய்!,False
1096,சுதந்திரம் என்பது உனது பெயர்.,False
1097,"யார் உன்னை அதிகமாக நேசிக்கிறார்களோ அவர்கள், மேற்படி குகைகளில் வசிக்கிறார்கள்.",False
1098,அவர்களுடைய இருதயத்தில் நீ வசிக்கிறாய்.,False
1099,ஒரு லட்சியத்தை நான் நேசிக்கிறேன் என்பதற்கு என்ன அடையாளம்?,False
1100,அதன் பொருட்டு இறக்கச் சித்தமாயிருப்பது தான்.,False
1101,"அரசாங்கம் நிலைபெறுவது, தர்க்க அறிவினாலுமல்ல, நாவன்மை யினாலுமல்ல, பலாத்காரத்தினாலேயே.",False
1102,"அது நெருப்பைப்போல், ஆபத்தான வேலையாள் பயங்கரமான எஜமானன்.",False
1103,எந்த ஓர் அரசாங்கமும் எல்லாச் சுதந்திரங்களையும் கட்டுப் படுத்தி விடலாம்.,False
1104,"ஆனால், மனிதர்களுடைய எண்ண சுதந்திரத்தை மட்டும் யாரும் கட்டுப்படுத்த முடியாது.",False
1105,"சுதந்திரமில்லாத நாட்டின் மக்கள், உணர்ச்சியில்லாத கற்சிலைகள் அல்லது களிமண் பொம்மைகள்.",False
1106,அவர்களை அடிமைப் படுத்திவிட்டு அந்த நாட்டில் எல்லோரும் உலவு கிறார்கள்.,False
1107,இன்று மலர்ந்து நாளை வாடும் தன்மையது புஷ்பம்.,False
1108,மனித வாழ்க்கையும் அதைப் போன்றதே.,False
1109,"ஆனால், அந்த வாழ்க்கை, சுதந்திரத் தினால் மணம் பெறுகிறது பிரகாசிக்கிறது.",False
1110,"சுதந்திரம் இல்லாத வாழ்க்கை, கட்டாந்தரைப் புல்தான்.",False
1111,"எப்படி இனிப்பாயிருப்பது சர்க்கரையின் இயற்கையோ, புளிப்பாயிருப்பது புளியின் இயற்கையோ, அப்படியே சுதந்திரமாயிருப்பது மனிதனுடைய இயற்கை.",False
1112,"ஒரு மனிதனிடத்தில் எத்தனை குறைகள் இருந்தபோதிலும் அத்தனையையும், அவனுடைய தேச பக்தி, மூடிபோட்டு மறைத்து விடுகிறது.",False
1113,"மனிதனுடைய சுயமதிப்புக்குப் பங்கம் ஏற்படாமல், வாழ்க்கையின் தேவைகளைப் பூர்த்தி செய்து வைப்பது எதுவோ அதுதான் சுதந்திரம்.",False
1114,வேண்டுமானால் எனது பெயர்மீது ஆயிரக்கணக்கான சாபங் களை இடுங்கள் எனது தாய் நாடு விடுதலை அடைந்தால் போதும்.,False
1115,ஒவ்வொரு ஜாதிக்கும் ஆளும் உரிமை உண்டு.,False
1116,அந்த அரசியல் அமைப்பை அவ்வப்பொழுது மாற்றிக் கொள்ளவும் அவர்களுக்கு உரிமை யுண்டு.,False
1117,துர்நாற்றம் நிறைந்த சிறையிலே என்னை அடைத்துப் போட்டுத் துன்புறுத்தலாம்.,False
1118,"ஆனால் என் கடைசி மூச்சு இருக்கிறவரை, எனது தாய்நாட்டை ஆசீர்வதித்துக் கொண்டிருக்குமாறு கடவுளைப் பிரார்த்திப்பேன்.",False
1119,தியாகம் செய்து பெறாத சுதந்திரத்தை யாரேனும் மதிப்பார் களா?,False
1120,அது சுதந்திரமாகுமா?,False
1121,"அந்தச் சுதந்திரம், நீண்ட காலந்தான் உயிர் வாழுமா?",False
1122,"தன்மதிப்புணர்ச்சி யில்லாத மனிதர்களோ, ஜாதியரோ, சுதந்திரத்தின்மீது காதல் கொள்ளவே முடியாது.",False
1123,அரசாங்கங்கள் ஆரோக்கியத் துடனிருப்பதற்கு இவை ஒரு மருந்து மாதிரி.,False
1124,"சுதந்திரத்தின் எல்லையை விசாலித்துக் கொண்டு போகிற வர்கள், மடத்திலேயிருக்கும் துறவிகளல்லர் குகையிலே தவஞ் செய்யும் யோகிகளல்லர் உழைத்துப் பிழைக்கிறவர்கள்.",False
1125,இவர்களால்தான் ஆபத்தை எதிர்த்து நிற்க முடியும்.,False
1126,"பத்து, இருபது கணக்கில் கிளர்ச்சிகள் செய்வதனால் உண்டாகிற பலனைக் காட்டிலும், உருப்படியான ஒரு காரியத்தினால் உண்டாகிய பலனே அதிகமாயிருக்கும்.",False
1127,விஷயங்களைப் பகுத்து பார்ப்பதிலே நாம் வல்லவர்களா யிருக்கிறோம் ஆனால் தொகுத்துப் பார்க்கத் தான் நமக்குத் தெரிய வில்லை.,False
1128,நீங்கள் மனம் வைத்தால் ஒரு புதிய உலகத்தையே சமைத்து விடலாம்.,False
1129,உங்களிடத்திலே சக்தி இருக்கிறது ஆனால் அந்தச் சக்தியினிடத்திலே உங்களுக்கு நம்பிக்கையில்லை.,False
1130,மனிதனிடத்திலேயுள்ள சக்திகளெல்லாம் பரிபூரணமாக வெளிப்பட வேண்டுமானால் அவனுக்குச் சுதந்திரம் அவசிய மானது.,False
1131,"பொருளாதார சமத்துவமில்லாமல், உண்மையான சுதந்திர மவோ, ஜனநாயகமோ இருக்கமுடியாது.",False
1132,சுதந்திரம் என்ற பெயரிட்டழைக்கப்படக் கூடியது எது?,False
1133,"நமது நலனை, நமது இஷ்டப்படி நாடுவதுதான்.",False
1134,"அப்படி நாடுகிற போது, மற்றவர்கள், தங்களுடைய நலனை தங்கள் இஷ்டப்படி நாடுவதற்கு நாம் தடையாயிருக்ககூடாது.",False
1135,"ஒருவன், தன்னுடைய சுதந்திரத்தைக் காப்பாற்றிக் கொண் டிருப்பதோடு, தனது சத்துருக்களின் சுதந்திரத்தையும் காப்பாற்றிக் கொடுக்கவேண்டும்.",False
1136,நீ சொல்வதை நான் அங்கீகரிக்கவில்லை.,False
1137,ஆனால் உனக்குச் சொல்ல உரிமையுண்டு என்பதை நான் அங்கீகரிக்கிறேன்.,False
1138,உன்னுடைய அந்த உரிமைக்காக நான் எனது உயிருள்ள வரையில் போராடுவேன்.,False
1139,"சுதந்திரமென்பது, வேறோர் உயர்ந்த அரசியல் லட்சியத்தை அடைவதற்குரிய சாதனமல்ல அதுவே சிறந்த அரசியல் லட்சியம்.",False
1140,அடக்குமுறை யென்பது சுதந்திர அரசாங்கத்தின் விரோதி மட்டுமல்ல புரட்சிகளுக்கெல்லாம் தாயாகவும் இருக்கிறது.,False
1141,"அஃது, அந்த அடக்கு முறை, மானிட ஜாதியின் முன்னேற்றத் திற்கும், சந்தோஷத்திற்கும் சத்துரு.",False
1142,நமது எண்ணத்தைச் செயலாக உருவாக்குகிற பட்டரையே நமது தேசம்.,False
1143,"நமக்கென்று தேச மில்லாவிட்டால், நமக்கென்று சுலையேது?",False
1144,"தேசத்தை மையமாகக் கொள்ளாத இலக்கியத் தொண்டோ, கலாசேவையோ, அர்த்த மில்லாத வார்த்தைகள்.",False
1145,பாமர ஜனங்கள் என்று யாரை நாம் நினைத்துக் கொண் டிருக்கிறோமோ அவர்களிடத்தில் மகத்தான சக்திகள் இருக் கின்றன.,False
1146,ஆனால் அந்தச் சக்திகளை அறியாமை என்பது மூடிக்கொண்டிருக்கிறது.,False
1147,"இதனால்தான் அவர்கள், யாரை முதலில் சந்திக்கிறார்களோ அவர்களை நம்பி விடுகிறார்கள்.",False
1148,உங்களுடைய தேசபக்தி உங்களைப் பழைமையிலே பெருமை கொள்ளச் செய்யட்டும் நிகழ்காலத்திலே உங்களுக்கு உபயோகமா யிருக்கட்டும் எதிர்காலத்துக்கு வழிகாட்டியா யிருக்கட்டும்.,False
1149,நாம் இப்பொழுது சுதந்திரமாயிருக்கிறோமென்று சொன்னால் அதற்கெல்லாம் காரண புருஷர்கள் யார்?,False
1150,தங்கள் மனச் சாட்சியின் கட்டளைக்கிணங்க தேசத்தின் சட்டங்களைமீறி நடந்த மகா புருஷர்கள்தான்.,False
1151,எனக்குச் சுதந்திரம் கொடு!,False
1152,"உன் சந்நிதானத்தில், நித்திய இன்பம் ஆட்சி புரிகிறது.",False
1153,"செழுமை, உன்னைப் பின்பற்றி நடக்கிறது.",False
1154,"உன் முன்னர், வறுமை கூட, சந்தோஷம் தருவதாய் இருக்கிறது.",False
1155,சுதந்திரத்தை அங்குலம் அங்குலமாக முயன்று சம்பாதிக்க வேண்டும்.,False
1156,"பஞ்சணையில் படுத்துக் கொண்டே, சுயேச்சாதிகார சக்தியின் பிடிப்பிலிருந்துவிடுபட்டு, சுதந்திர சக்தியின் சந்நிதானத்தை அடைந்துவிட முடியாது.",False
1157,சுதந்திரத்தை முயன்று சம்பாதிக்க வேண்டும் ஜாக்கிரதை யுடனிருந்து காப்பாற்றி வரவேண்டும்.,False
1158,"இந்த இரண்டையும் செய்ய மனமில்லாமல்தான், அநேக ஜனங்கள், அடிமைத் தனத்திலே திருப்தி யடைந்து விடுகிறார்கள்.",False
1159,எவனொருவனுக்குப் பேசும் சக்தி யிருக்கிறதோ அவன் பேசுதற்கு உரிமை அளிக்கப்படவேண்டும்.,False
1160,சுதந்திரத்தின் அருமையான பாகம் எது?,False
1161,சுயமாகச் சிந்திக்கும் உரிமை சிந்திப்பதைத் தெரிந்து கொள்ளும் உரிமை தெரிந்துகொண்டதைச் சொல்லும் உரிமை.,False
1162,"சுதந்திரமென்பது, பிறரிடமிருந்து பெறக்கூடிய ஓர் உரிமை யல்ல மானிட முன்னேற்றத்திற்கு இன்றியமையாத ஒரு நிலைமை.",False
1163,"அதுமட்டுமல்ல அந்த முன்னேற்றம், சுதந்திரத்தின் மூலமாகத் தான் பூரணத்துவம் அடைகிறது.",False
1164,"பிரஜைகளின் உயிரையும் பொருளையும், சட்டங்களின் மூலமாகக் காப்பாற்றுகிற கடமையைச் செய்வதற்காகவே அரசன் நியமிக்கப் பட்டிருக்கிறான்.",False
